LeagueIndex,Age,HoursPerWeek,TotalHours,APM,WorkersMade
Platinum,19,28,240,102.4092,0.00091671
Master,20,20,1100,88.8582,0.00061612
Diamond,22,10,600,236.265,0.0017241
Master,21,42,1400,144.5412,0.00088993
Diamond,23,16,500,100.5564,0.00077039
Master,18,70,1200,202.3992,0.00169
Master,16,60,1000,134.5302,0.00073015
Platinum,30,12,500,136.3038,0.00085722
Diamond,18,24,900,112.692,0.00075853
Master,20,10,650,194.1546,0.00081598
Platinum,19,12,500,132.1308,0.00068319
Diamond,21,24,1460,121.8,0.00078802
Silver,25,4,150,119.1336,0.0010155
Diamond,20,2,400,122.9772,0.0016896
Master,16,4,650,249.1632,0.00071279
Silver,18,14,250,110.742,0.00068127
Platinum,25,16,500,175.0602,0.0014697
Master,18,12,350,192.282,0.0020149
Platinum,23,24,650,227.2272,0.0008867
Diamond,19,28,2400,150.5922,0.0012193
Platinum,23,20,900,88.1538,0.0018441
Master,24,20,1000,125.1288,0.00073982
Master,18,6,350,137.3178,0.0011046
Platinum,25,24,700,106.3242,0.00080722
Master,24,56,1200,169.5282,0.00094352
Master,27,4,250,161.5758,0.0015586
Diamond,23,30,3257,187.4922,0.00063544
Platinum,24,8,50,95.0334,0.0020954
Master,24,14,730,237.2724,0.0021985
Platinum,29,20,1000,147.7188,0.0025732
Master,17,12,600,128.151,0.0013087
Platinum,31,30,400,77.67,0.00050931
Platinum,23,16,450,61.3698,0.00079422
GrandMaster,24,20,1000,211.9686,0.00048407
Diamond,23,10,730,125.5248,0.0016725
Gold,23,8,600,71.5272,0.0010064
Master,20,28,1200,122.4426,0.00094948
Diamond,21,42,1500,126.4566,0.0010097
Platinum,30,28,1000,119.3772,0.0007796
Master,18,4,208,161.0358,0.0012568
Gold,18,16,120,92.2134,0.00081645
Platinum,17,24,1000,97.5594,0.0010201
Platinum,20,16,1300,141.3726,0.00081587
Platinum,34,96,400,56.8584,0.00076489
Master,22,56,1500,118.122,0.00045678
Diamond,21,2,700,110.1162,0.00099964
Platinum,25,10,600,119.9988,0.001064
Platinum,20,14,100,115.002,0.0013432
Diamond,17,10,1000,71.6916,0.00062024
Master,23,24,1196,202.0194,0.00068738
Master,21,24,300,105.5328,0.00073457
Gold,30,6,150,67.0104,0.0010763
Gold,30,12,200,94.416,0.0019181
Gold,24,28,1400,193.3422,0.0012962
Master,21,28,1095,219.4398,0.00074963
GrandMaster,21,14,550,175.0908,0.00099928
Master,23,12,900,95.9028,0.0015121
Bronze,20,24,1870,67.9392,0.00038826
Gold,25,4,300,105.0876,0.001467
Master,19,20,800,169.1322,0.0010275
Platinum,22,6,1000,92.3982,0.0010775
Platinum,22,12,450,71.6274,0.00056933
Gold,17,20,400,132.8898,0.0037372
Master,29,28,1400,134.9532,0.00075993
Silver,24,24,600,78.1326,0.00072606
Master,22,12,700,126.9048,0.00098623
Platinum,22,2,1000,118.6578,0.00099401
Master,20,24,1000,116.5674,0.00105
Platinum,19,8,450,75.0432,0.0015224
Platinum,26,24,990,249.021,0.00089242
Diamond,21,10,2000,159.3642,0.00082366
Diamond,23,16,800,118.2726,0.00055448
Master,26,12,730,152.0964,0.00091395
Platinum,18,10,500,191.115,0.0010355
Platinum,24,10,500,130.4184,0.00073695
Diamond,26,36,1800,155.8764,0.0015999
Diamond,21,8,1000,144.6954,0.0015467
Platinum,21,42,800,86.3022,0.00037279
Silver,23,10,500,91.8972,0.00067837
Master,21,24,800,129.822,0.00066176
Diamond,25,8,400,159.4872,0.0011168
Silver,28,6,200,50.8674,0.00038825
Silver,22,8,150,74.6136,0.0010081
Bronze,25,10,500,46.599,0.00039933
Platinum,31,8,500,112.8882,0.0013153
Diamond,26,4,100,111.9732,0.0016902
Gold,24,8,600,105.7434,0.0014794
Master,31,8,700,66.9918,0.00057892
Gold,29,12,730,122.3328,0.0020714
Master,21,12,950,230.0343,0.00036619
Diamond,18,42,470,108.0024,0.00053419
Master,19,14,800,223.8966,0.0012581
Platinum,24,28,2100,211.7124,0.00063857
Diamond,18,10,800,190.323,0.0023139
Gold,18,24,700,123.9654,0.00097947
Master,17,30,1200,131.8434,0.00095556
Diamond,22,12,800,128.9214,0.0011366
Platinum,27,16,500,119.5536,0.00048576
Master,26,8,200,124.0722,0.0019848
Gold,22,6,400,93.1896,0.00057317
Silver,17,4,300,62.4618,0.00057968
Diamond,27,4,100,159.1386,0.0016992
Platinum,17,20,1000,154.2318,0.00083338
Master,18,2,600,154.848,0.0010046
Platinum,18,20,700,129.2106,0.0006373
Platinum,21,14,450,177.4398,0.0014998
Diamond,19,10,699,88.5342,0.00085983
Diamond,16,2,500,137.5188,0.0029428
Master,19,12,700,198.8142,0.0016038
Diamond,20,8,500,185.889,0.00093142
Platinum,20,10,700,121.1148,0.00097703
Diamond,23,16,600,122.604,0.001277
Master,22,24,850,155.7354,0.0011288
Silver,22,6,400,71.088,0.00019393
Diamond,20,28,350,171.3756,0.00082394
Diamond,25,12,730,88.0242,0.00076297
Diamond,27,4,400,96.4746,0.0011886
Master,24,4,300,147.3534,0.00073362
Master,18,6,800,134.652,0.0006818
Diamond,21,10,350,120.2352,0.0015359
Platinum,19,16,500,165.582,0.0009713
Diamond,23,42,2000,147.417,0.00076112
Master,23,8,1000,100.2276,0.0012208
Master,21,10,750,143.862,0.0010257
Bronze,19,2,340,41.2572,0.00041411
Platinum,23,24,900,93.3078,0.00050959
Diamond,37,18,1000,123.4098,0.0021445
Master,16,28,4000,350.4114,0.00053466
Platinum,21,8,100,142.4628,0.00084157
Master,21,42,1300,122.5092,0.00053131
Diamond,20,10,650,86.0322,0.00082103
Platinum,18,12,300,84.1884,0.00071449
Bronze,29,8,1000,54.4284,0.00063001
Diamond,20,24,1500,77.3274,0.00069331
Gold,27,8,100,76.3044,0.00061398
Master,19,24,1800,159.324,0.0015723
Diamond,19,24,1500,90.435,0.00091656
Bronze,26,12,336,64.0734,0.00040163
Diamond,16,42,900,137.5206,0.00093537
Gold,19,24,80,100.2066,0.0018718
Platinum,21,16,1344,165.5502,0.0012293
Diamond,17,6,400,140.6124,0.0014384
Bronze,22,4,250,89.064,0.0007339
Diamond,17,10,750,114.4662,0.0019576
Platinum,21,10,800,150.7878,0.0015403
Master,24,16,750,126.087,0.00093124
Diamond,25,2,400,134.8398,0.0010921
Gold,18,16,400,83.2962,0.00053917
Diamond,20,28,1500,138.5826,0.0021762
Platinum,27,12,360,114.99,0.00051697
Diamond,25,24,240,152.7906,0.0010355
Master,22,20,400,170.8218,0.00088791
Master,19,12,520,136.6374,0.00055135
Master,20,8,600,164.346,0.00067314
Gold,20,6,1000,61.314,0.00081963
Master,23,12,500,130.4244,0.0014346
Diamond,18,24,1000,202.89,0.0015553
Platinum,23,10,400,94.395,0.00094688
Diamond,26,16,1000,94.0056,0.001157
Platinum,23,20,300,104.7984,0.0013656
Gold,23,10,730,122.8854,0.00069988
Diamond,21,14,750,83.2566,0.00088874
Platinum,26,8,850,98.031,0.0011908
Platinum,24,12,2250,136.0566,0.00073721
Master,21,10,1500,111.024,0.0010461
Platinum,17,14,900,156.8736,0.00090425
Platinum,24,6,550,61.953,0.00084464
Bronze,17,4,24,48.879,0.0007045
Diamond,16,36,1000,173.4774,0.0010266
Silver,22,16,300,64.7028,0.00062747
Diamond,21,18,1000,104.0502,0.001248
Diamond,18,28,1200,106.752,0.00075397
Platinum,20,12,450,117.111,0.000974
Master,21,16,800,263.7198,0.0011992
Diamond,23,6,700,134.6478,0.0011382
Platinum,28,14,730,104.4084,0.00090881
Platinum,23,14,150,83.2944,0.00071836
Platinum,16,12,500,78.9924,0.00077592
Diamond,21,20,730,139.5462,0.0011861
Platinum,28,4,950,150.258,0.0011455
Silver,19,20,12,57.1536,0.00086394
Bronze,21,10,500,73.1424,0.0010161
Platinum,25,2,400,82.203,0.0012023
Gold,21,6,300,134.6472,0.0013399
Platinum,24,20,730,123.462,0.0011593
Gold,22,14,80,52.8882,0.00060078
Diamond,27,24,900,117.4518,0.001487
Diamond,18,10,450,98.8128,0.00086998
Diamond,27,20,720,135.273,0.0011236
Gold,16,6,600,101.0802,0.0015106
Silver,22,6,500,97.632,0.0012397
Platinum,21,2,255,84.5652,0.0010869
Master,25,28,2500,184.2786,0.00060929
Gold,25,10,100,124.8396,0.00094097
GrandMaster,26,36,1300,188.5512,0.00052171
Platinum,19,8,400,96.9822,0.0010659
Diamond,21,10,430,122.2194,0.00088543
Gold,20,12,400,110.7282,0.00089745
Master,23,24,1500,140.178,0.0024402
Gold,22,20,60,94.7502,0.00064529
Platinum,20,20,1000,109.8432,0.00062272
Diamond,17,28,400,174.5022,0.0010109
Master,18,20,1500,136.7148,0.00096017
Diamond,17,28,1500,176.5986,0.0026867
Diamond,20,8,300,123.3264,0.00054294
Platinum,17,12,250,122.6952,0.0010711
Master,19,14,950,225.9114,0.0015959
Silver,17,4,350,92.1114,0.00070048
Platinum,18,20,980,156.0378,0.0010398
Platinum,18,20,750,148.923,0.0011455
Silver,24,36,450,85.9146,0.0010388
Platinum,24,12,2000,120.1476,0.00088271
GrandMaster,17,6,1100,159.2238,0.0012398
Platinum,23,28,500,80.6748,0.00069274
Master,20,28,1000,214.4652,0.0011309
Gold,21,18,450,75.1692,0.0005718
Silver,24,4,120,74.7108,0.00069032
Silver,25,4,150,37.5,0.00060993
Diamond,23,30,2000,190.5432,0.0017889
Master,22,16,1000,112.9194,0.0010393
Gold,31,4,300,88.9254,0.00082036
Gold,19,12,620,96.867,0.0016285
Platinum,25,8,200,74.6772,0.00085581
Diamond,28,8,750,179.0754,0.0013478
Gold,20,28,300,83.8716,0.00064388
Platinum,16,28,850,131.3802,0.00090051
Platinum,23,2,200,116.3904,0.0016885
Platinum,31,12,600,63.9486,0.00059539
Silver,20,20,30,67.2546,0.00065672
Gold,19,12,600,140.1918,0.001363
Platinum,20,8,500,149.3934,0.0010242
Platinum,22,14,800,135.2832,0.00098577
Platinum,21,8,200,96.9408,0.0027096
Gold,25,4,360,64.6458,0.0010299
Diamond,18,28,1400,139.827,0.00086457
Gold,21,20,160,90.9126,0.0010752
Silver,21,8,415,66.1422,0.00029531
Platinum,32,20,730,58.8156,0.00086287
Diamond,21,20,500,120.3672,0.0024707
Silver,18,14,300,108.2226,0.00065441
Master,18,28,2400,102.4656,0.001161
Silver,33,8,120,55.1292,0.00059092
Silver,27,10,150,95.8944,0.0015059
Platinum,16,28,800,129.1212,0.00060281
Platinum,18,10,200,54.2802,0.0010264
Gold,19,12,1000,125.2326,0.00051491
Silver,20,10,100,61.0146,0.00081314
Diamond,21,12,800,75.9108,0.00072015
Bronze,21,24,150,100.7034,0.00088263
Diamond,24,8,750,98.5464,0.0011215
Master,23,8,500,124.1724,0.0011596
Platinum,26,8,500,91.968,0.00070985
Diamond,21,8,250,167.1306,0.00086501
Platinum,22,6,500,109.9542,0.0020445
Platinum,18,28,1000,178.7328,0.0015063
Diamond,19,28,400,134.2224,0.0011961
Diamond,22,12,500,124.011,0.0010527
Diamond,27,10,700,222.7338,0.0010471
Gold,20,6,250,83.9088,0.0010761
Master,17,24,1320,147.9558,0.00079802
Master,17,8,800,119.8326,0.0016322
Master,26,16,900,202.5648,0.0016205
Master,25,20,750,149.1078,0.001028
Gold,39,12,450,53.769,0.00077526
Gold,16,8,800,208.95,0.0011544
Diamond,18,6,150,153.8304,0.0007064
Diamond,21,10,700,105.8532,0.00072974
Master,23,14,1000,107.454,0.0011444
Diamond,20,8,250,108.4212,0.00059851
Platinum,23,10,150,77.0478,0.0011944
Master,18,36,1000,290.6184,0.0008607
Diamond,19,4,550,132.8766,0.0014075
Platinum,31,4,700,55.2216,0.00071545
Master,16,42,1000,200.589,0.0010457
Bronze,21,20,125,60.594,0.00063684
Platinum,17,12,60,99.5382,0.00058112
Platinum,27,24,1000,95.1204,0.0013608
Gold,18,16,800,98.8422,0.00028482
Gold,27,20,700,69.4854,0.00040905
Master,23,8,700,181.152,0.00052867
Master,21,8,600,210.0804,0.0012394
Master,18,20,1400,240.8034,0.0010367
GrandMaster,22,28,2700,179.7546,0.0006205
Platinum,22,24,700,139.7418,0.0024861
Silver,24,8,600,104.181,0.0012332
Gold,24,12,500,88.8864,0.00064836
Master,19,28,750,155.8986,0.0015377
Gold,16,28,400,77.8632,0.00083313
Gold,30,8,420,55.0902,0.00037826
Diamond,17,4,1100,113.2008,0.00070005
Platinum,19,14,1260,166.6032,0.0017462
Gold,36,16,400,46.9092,0.00039702
Diamond,22,4,700,147.1464,0.00086919
Silver,26,10,300,108.3924,0.00090263
Gold,17,4,50,101.7456,0.00082854
Gold,25,20,200,70.1022,0.00076208
Gold,17,10,50,115.2984,0.00068356
Platinum,21,16,500,99.282,0.00065629
Silver,20,10,600,98.7942,0.00080339
Platinum,25,8,500,113.7078,0.00063196
Diamond,25,16,1000,87.3978,0.00099229
Platinum,25,20,600,156.9996,0.00069177
Bronze,22,6,400,72.4176,0.0002994
Platinum,27,12,600,138.0312,0.0008543
Gold,17,14,650,56.643,0.00041634
Diamond,24,8,450,108.8196,0.0013467
Gold,16,24,100,59.7024,0.00064482
Gold,22,8,250,131.6652,0.0011024
Diamond,28,10,2000,135.1194,0.0013869
Gold,18,4,50,69.8706,0.00053242
Platinum,18,8,350,127.9752,0.0014919
Gold,20,10,200,68.139,0.00077917
Platinum,19,6,500,85.2966,0.00077373
Platinum,18,14,700,154.9362,0.00082826
Platinum,31,24,1800,70.5852,0.0007766
Gold,20,42,1600,59.664,0.00041932
Platinum,16,24,800,76.9332,0.00047417
Gold,27,16,500,85.4652,0.0021894
Master,20,24,2000,109.3782,0.00065543
Silver,22,28,200,87.4368,0.00055608
Diamond,26,8,180,111.3534,0.00068523
Platinum,20,2,100,112.2516,0.00049289
Gold,26,8,380,109.7904,0.0010507
Diamond,20,12,800,172.7046,0.00089064
Platinum,24,16,800,172.9176,0.00096224
Gold,22,28,730,128.1648,0.00066968
Platinum,28,8,650,65.3142,0.00033431
Bronze,17,28,20,91.2876,0.00090565
Diamond,19,20,400,96.7458,0.0013698
Master,27,12,600,116.9676,0.0010336
Diamond,17,20,1000,182.1216,0.0018921
Bronze,16,24,730,28.1118,0.00071434
Platinum,21,12,1000,113.871,0.0012076
Silver,20,14,600,104.8392,0.0015473
Diamond,17,6,400,162.6186,0.0026815
Platinum,25,24,500,101.349,0.0010627
Bronze,20,30,130,80.1444,0.00065854
Diamond,22,10,2000,299.9994,0.0023805
Silver,26,8,450,99.5676,0.0019561
Diamond,16,4,1000,125.0142,0.00089407
Silver,19,10,200,69.4998,0.0011282
Master,16,6,500,181.224,0.0016145
Diamond,18,28,365,127.416,0.0012896
Gold,23,10,75,66.495,0.00052103
Diamond,17,4,1260,204.3654,0.0012273
Diamond,21,20,750,139.065,0.0017112
Master,17,14,1000,175.5162,0.0012355
Diamond,17,6,300,135.9282,0.00049283
Master,19,2,550,124.899,0.00076642
Master,23,8,1000,102.7938,0.00089068
Master,16,20,800,260.5266,0.001079
Platinum,21,6,400,111.6288,0.0011488
Master,21,12,800,118.5876,0.00083308
Gold,40,10,500,60.597,0.0010807
Platinum,21,4,30,68.682,0.00043794
Gold,22,10,600,120.4374,0.00054811
Silver,16,12,1500,82.5222,0.00066967
Diamond,23,10,500,286.2444,0.0017073
Platinum,25,20,2520,60.513,0.00093996
Diamond,22,20,500,118.8228,0.0019084
Platinum,19,20,1000,202.6992,0.0011429
Diamond,22,12,800,109.2102,0.00069142
Platinum,27,18,1260,69.141,0.00080052
Diamond,18,56,450,133.5036,0.00044323
Diamond,18,42,1800,153.8088,0.0010886
Platinum,26,4,730,100.5228,0.0010225
Master,26,14,1400,126.1584,0.0011905
Platinum,19,8,400,82.2612,0.00054934
Gold,17,10,100,82.4052,0.0016867
Bronze,26,4,600,58.5666,0.00061996
Master,24,16,500,143.9214,0.0006964
Gold,23,8,400,49.0194,0.0014238
Diamond,21,8,600,89.109,0.00058052
Master,23,28,2000,106.5318,0.0010578
Platinum,24,28,1000,82.8864,0.00077835
Diamond,22,42,600,219.0054,0.00073359
Platinum,18,28,300,98.1684,0.0007355
Diamond,21,12,600,217.9494,0.0015086
Gold,21,8,1000,98.9022,0.00087779
Gold,35,8,500,84.24,0.00089567
Gold,23,12,1000,69.4308,0.001342
Silver,18,28,630,93.6336,0.00050545
Diamond,19,6,600,144.5262,0.00094008
Gold,19,8,100,83.682,0.00072039
Master,24,20,1000,184.2468,0.0014727
Master,20,20,500,130.3464,0.00085206
Silver,19,12,196,91.3842,0.0012793
Platinum,18,12,300,68.8164,0.0013637
Platinum,18,24,1500,121.7664,0.00027637
Gold,28,10,100,63.813,0.00044747
Platinum,20,24,1200,144.0828,0.0031166
Master,22,20,1500,123.717,0.0012578
Platinum,19,4,500,113.6286,0.0014218
Silver,23,8,500,88.3518,0.00087082
Diamond,22,4,150,134.5398,0.00045411
Silver,18,28,300,145.4184,0.001207
Silver,17,24,250,76.5612,0.0013799
Diamond,17,24,780,159.0462,0.00068047
Platinum,20,4,200,50.9112,0.00083655
Master,23,8,350,167.1048,0.00093396
Platinum,22,12,1000,176.4444,0.001294
Master,25,4,840,74.469,0.00077273
Gold,21,32,300,80.7408,0.00058232
Silver,28,14,450,81.9714,0.00074753
Platinum,20,10,300,158.7516,0.0012846
Platinum,22,10,270,99.0072,0.0012463
Silver,20,10,600,81.7656,0.00070541
Platinum,19,10,640,80.8044,0.00083456
Platinum,22,20,1000,102.9456,0.00051339
Silver,19,14,340,99.2562,0.0016375
Bronze,22,28,900,70.5282,0.0010457
Platinum,26,16,1000,75.3984,0.00088448
Silver,23,24,500,36.2466,0.00064511
Silver,21,20,550,57.4998,0.00059272
Diamond,21,24,1500,170.0796,0.0043069
Diamond,22,8,1800,149.0958,0.0010306
Silver,18,20,140,90.8652,0.00075823
Gold,21,16,400,92.8056,0.0011461
Diamond,23,8,900,90.7164,0.00080274
Gold,26,28,500,47.0802,0.00074589
Master,23,28,1000,185.6538,0.00078952
Bronze,39,10,500,29.8764,0.00038228
Gold,17,6,250,114.5232,0.00087981
Silver,18,10,150,63.1158,0.00056267
Gold,24,42,1260,146.6124,0.0022121
Platinum,18,14,21,83.5914,0.00076443
Gold,24,16,900,55.0998,0.00030369
Master,22,28,1000,87.8814,0.00052862
Master,18,42,1200,137.1456,0.00081242
Diamond,22,12,800,96.5724,0.0013699
Master,17,28,1500,122.6004,0.0013162
Diamond,16,36,1000,210.7992,0.001741
Master,24,4,500,98.1078,0.00049571
Master,20,20,2000,166.0308,0.0016159
Diamond,19,16,1000,132.462,0.00083602
Master,23,10,1000,144.6798,0.0012774
Platinum,18,6,250,123.0042,0.00067081
Platinum,17,8,500,129.4314,0.00087612
Platinum,21,20,500,109.3308,0.0016103
Platinum,21,16,300,116.784,0.00059272
Master,24,20,800,112.038,0.0019359
Silver,16,16,750,78.3252,0.00048263
Platinum,25,2,400,96.4332,0.0016345
Silver,20,6,100,179.625,0.0010179
Master,25,16,800,150.3102,0.0010199
Diamond,29,8,400,249.7284,0.0008369
Silver,22,4,200,98.3262,0.00079167
Platinum,21,24,1000,147.2652,0.0007472
Platinum,21,10,650,119.5638,0.001465
Gold,25,16,700,78.147,0.0008085
Master,31,8,800,133.179,0.0014475
Master,21,10,500,180.1512,0.00070189
Diamond,23,24,500,120.3918,0.0018284
Master,19,20,960,301.7682,0.00090469
Platinum,24,16,400,136.0536,0.00061145
Platinum,29,6,250,64.3224,0.00050512
Master,16,12,1000,150.6972,0.0010286
Gold,17,28,850,125.8236,0.0011242
Platinum,16,40,730,138.4824,0.00066546
Diamond,22,14,450,141.6672,0.0020736
Master,20,16,1300,208.7646,0.0011012
Gold,37,6,600,44.9682,0.00069275
Silver,16,10,200,71.8128,0.00036601
Master,20,36,100,174.0006,0.00062109
Diamond,22,4,730,135.0156,0.00085262
Gold,21,8,500,85.4664,0.0013128
Master,22,6,400,137.163,0.0017615
Master,17,50,500,99.7578,0.00073266
Diamond,18,28,800,99.9498,0.0010711
Diamond,20,28,800,225.9846,0.00062912
Platinum,23,4,300,106.2996,0.00064066
Gold,21,6,180,77.5512,0.00057316
Gold,23,6,730,180.8406,0.0013995
Silver,18,12,400,94.185,0.00046192
Diamond,20,28,2200,163.6674,0.0009568
Platinum,20,6,800,125.8266,0.00050525
Platinum,29,20,1100,104.415,0.00066876
Master,21,6,450,116.769,0.00084853
Gold,20,10,200,73.6074,0.00062061
Platinum,22,4,153,95.2848,0.0006411
Bronze,33,6,300,52.0476,0.00054084
Master,16,28,1500,259.3788,0.001095
Diamond,20,8,700,81.2796,0.00052146
Gold,17,18,250,115.1166,0.00093897
Gold,22,12,700,93.645,0.0019073
Diamond,20,24,1300,114.2334,0.0027027
Master,23,16,600,120.0936,0.0012251
Master,22,12,1000,133.6758,0.00068606
Gold,18,14,730,198.3906,0.00088783
Diamond,16,8,700,91.9794,0.0008786
Gold,18,16,500,76.2204,0.0011544
Master,26,28,1800,195.2226,0.0010946
Gold,29,12,220,61.0446,0.00090221
Bronze,27,12,450,90.4338,0.00049946
Diamond,20,24,1098,108.012,0.00091878
Master,20,28,546,153.7362,0.00090285
Silver,16,16,500,131.0976,0.0010921
Master,22,20,433,83.076,0.00050838
Diamond,20,6,700,123.393,0.0012201
Master,20,24,610,248.3346,0.0015963
Master,16,12,800,110.1918,0.0010108
Diamond,22,12,850,114.1458,0.000639
Diamond,17,20,2000,201.2334,0.00092283
Silver,23,16,1200,61.908,0.0010873
Platinum,31,8,730,46.4748,0.00045714
Gold,16,8,500,127.0608,0.0010483
Diamond,26,24,1560,112.6362,0.00093667
Master,29,20,850,176.985,0.0021717
GrandMaster,23,42,2000,298.7952,0.00095429
Diamond,23,16,300,130.5282,0.0010489
Master,24,10,700,225.1656,0.00090101
Diamond,19,12,500,78.2106,0.0010264
Gold,24,8,450,69.1434,0.0011334
Diamond,22,24,650,125.4558,0.00071594
Master,17,20,900,194.9988,0.0018184
Diamond,22,28,600,135.4074,0.0018267
Diamond,24,10,1500,126.168,0.00057169
Master,22,24,936,89.7594,0.0004254
Platinum,19,2,400,67.6584,0.0011754
Master,25,28,850,91.4784,0.00067396
Master,28,8,700,140.5338,0.0027604
Platinum,18,6,420,62.8572,0.0011802
Bronze,26,10,50,40.5456,0.00034166
Platinum,25,8,730,58.6932,0.00048654
Platinum,19,24,450,131.6514,0.0014794
Gold,24,30,1400,155.997,0.00066961
Platinum,24,4,100,108.4764,0.00085687
Bronze,40,12,150,38.559,0.00041283
Gold,21,30,450,102.7818,0.0007022
Diamond,22,14,120,125.028,0.0012223
Gold,28,4,200,71.0988,0.00073381
Diamond,17,20,1000,108.9,0.0018246
Silver,23,12,300,98.652,0.00056031
Master,22,36,2000,179.6622,0.00076482
Master,19,16,700,151.8054,0.00070045
Diamond,20,40,2000,163.1166,0.0015292
Bronze,30,12,150,25.4442,0.00038476
GrandMaster,23,6,1500,212.148,0.00068315
Diamond,23,28,2000,188.3538,0.0014164
Gold,22,8,450,107.9598,0.00071793
Silver,18,4,50,62.7888,0.00060504
Diamond,20,8,72,85.8636,0.00091861
Gold,18,8,150,101.073,0.00095022
Silver,23,18,1800,61.6998,0.00078179
Master,20,6,900,163.8978,0.0015427
Platinum,21,6,700,103.6908,0.00057571
Silver,23,28,1250,68.0034,0.00045228
Platinum,22,10,750,82.5918,0.0012995
Silver,20,6,480,54.3408,0.00042097
Diamond,21,24,1500,157.7346,0.00077942
Silver,32,8,100,116.1432,0.00070822
Diamond,25,12,1460,123.7056,0.0014166
Platinum,17,8,200,172.4166,0.00061768
Gold,20,10,600,143.121,0.0017881
Platinum,19,30,1560,123.642,0.0015879
Diamond,21,20,1000,74.268,0.00095332
Diamond,23,42,2500,210.1758,0.0016936
Gold,40,16,580,46.8714,0.00047794
Master,22,28,750,86.6838,0.0011051
Platinum,24,20,1150,184.2192,0.00078219
Gold,38,16,450,87.4404,0.00078915
Platinum,31,28,450,171.456,0.0010944
Diamond,24,10,300,136.7712,0.00075273
Diamond,16,20,850,151.1184,0.0011539
Diamond,20,20,750,148.2606,0.0015429
Gold,18,18,250,82.0158,0.0013645
Bronze,19,14,30,47.2152,0.00052157
Diamond,26,30,240,101.4558,0.0007703
Platinum,26,6,400,93.5232,0.00077604
Master,17,24,1300,207.9174,0.00093302
Gold,16,6,300,62.1174,0.00049583
Gold,17,14,200,130.5294,0.0036547
Diamond,22,8,500,102.7062,0.00073543
Platinum,21,4,200,139.9836,0.00067307
Platinum,23,10,300,111.1806,0.00045402
Diamond,23,28,750,132.1728,0.0011638
Master,24,6,650,128.7624,0.0010286
Platinum,17,16,400,120.9438,0.0016802
Bronze,21,6,12,47.0112,0.00032715
Master,25,10,1200,216.7734,0.0011779
Diamond,25,20,200,78.3246,0.0006845
Master,20,12,850,159.3618,0.00083845
Gold,23,6,300,130.2834,0.00045587
Silver,21,18,40,50.022,0.00052859
Diamond,22,12,500,66.1536,0.00090087
Platinum,25,36,1000,72.3816,0.00043354
Gold,22,20,900,111.2634,0.0010651
Diamond,24,14,1260,143.6286,0.0011888
Diamond,19,6,300,134.4972,0.00062588
Bronze,24,24,40,37.263,0.00065089
Diamond,21,6,750,121.6212,0.00050007
Platinum,25,6,500,118.9668,0.0020012
Master,22,28,2000,217.3608,0.00066348
Platinum,33,8,330,57.9942,0.00096627
Gold,18,8,300,97.7454,0.0014336
Master,26,12,500,164.8596,0.0011518
Diamond,23,6,700,196.7874,0.0012079
Silver,18,24,730,64.8402,0.00056634
Platinum,28,10,900,105.8148,0.00061102
Diamond,21,6,500,170.4012,0.00087685
Diamond,19,6,350,112.6008,0.00056591
Platinum,32,28,1260,119.2728,0.00078664
Platinum,16,14,800,73.917,0.0017572
Silver,19,14,200,76.164,0.00077969
Platinum,22,10,200,90.4866,0.0011891
Diamond,25,28,1200,186.5184,0.0007894
Diamond,33,8,300,106.8924,0.0017944
Platinum,20,12,700,157.8408,0.00086217
Master,27,2,200,92.8218,0.0007874
Silver,27,6,300,66.4092,0.00072046
Silver,16,24,110,156.738,0.0015026
Silver,16,48,400,57.051,0.00053612
Diamond,22,10,800,105.2412,0.0011093
Diamond,28,16,800,114.1854,0.0018477
Gold,19,42,1050,134.4354,0.00094732
Gold,18,20,250,52.8486,0.00039545
Silver,25,8,420,51.2376,0.0011266
Silver,25,8,256,69.7878,0.00046975
Bronze,28,2,30,98.7384,0.0020601
Platinum,18,32,1700,117.7368,0.00052622
Diamond,22,60,1000,94.8474,0.0014822
Platinum,20,10,1260,90.7542,0.0021702
Silver,26,8,77,60.0756,0.00054594
Silver,23,42,400,99.4476,0.00031685
Diamond,20,4,160,137.061,0.0023597
Platinum,26,2,120,110.9766,0.0010283
Platinum,23,6,100,106.176,0.0017175
Gold,30,6,250,104.853,0.00047306
Diamond,24,16,1000,157.7262,0.0012173
Silver,20,16,80,92.1876,0.00094444
Platinum,17,8,450,131.7984,0.0014063
Gold,20,12,100,87.0168,0.00090421
Gold,24,8,300,122.0148,0.0019282
Diamond,26,8,400,137.412,0.00095289
Gold,19,20,6000,102.0114,0.0014104
Gold,22,4,105,96.4476,0.00055265
Diamond,23,16,900,252.1404,0.0012962
Gold,27,16,1000,70.8642,0.00073389
Platinum,20,28,740,102.8022,0.00052529
Platinum,20,20,800,56.5296,0.00086039
Diamond,22,20,720,124.3374,0.0013423
Gold,19,4,400,75.8022,0.00087899
Gold,24,8,600,128.4342,0.00083287
Diamond,19,4,400,141.147,0.00095567
Silver,21,4,20,53.2404,0.00037698
Diamond,19,16,700,90.8406,0.0011047
Gold,26,10,300,88.8702,0.00091988
Platinum,30,2,200,126.6684,0.0010421
Diamond,24,4,700,142.7994,0.0010864
Gold,16,56,800,127.227,0.0011138
Master,21,28,2000,161.6652,0.0013775
GrandMaster,23,6,240,171.4218,0.0026426
